date,Unemployment,Inflation,Core Inflation,real Consumption Growth
2005-01-01,5.3,,,
2005-04-01,5.1000000000000005,,,73.07692307692307
2005-07-01,4.966666666666667,,,-24.444444444444446
2005-10-01,4.966666666666667,,,-79.41176470588236
2006-01-01,4.733333333333333,3.0609481622322505,2.149371570341733,528.5714285714287
2006-04-01,4.633333333333333,3.3119966238550993,2.4555132267093014,-52.27272727272727
2006-07-01,4.633333333333334,2.9477517187008453,2.6077042934621986,23.809523809523814
2006-10-01,4.433333333333334,1.9627985035283402,2.3655782838463737,50.0
2007-01-01,4.5,2.362458323675809,2.4779690474032354,-35.89743589743589
2007-04-01,4.5,2.3337983503905666,2.0912941466831647,-55.99999999999999
2007-07-01,4.666666666666667,2.177709396212616,2.042758017775433,145.45454545454547
2007-10-01,4.8,3.3865787172544812,2.3075814735580735,-40.74074074074075
2008-01-01,5.0,3.28382403875378,2.1450641713706067,-131.25
2008-04-01,5.333333333333333,3.411033849640862,2.1489166072493107,-320.0
2008-07-01,6.0,3.9280402276922715,2.1688070348194235,-372.7272727272727
2008-10-01,6.866666666666667,1.242147164982521,1.3874986216923773,16.666666666666675
2009-01-01,8.266666666666667,-0.2560345585101949,0.8520751545284829,-71.42857142857143
2009-04-01,9.299999999999999,-0.8251371589452772,0.8234553827905833,100.0
2009-07-01,9.633333333333333,-1.1962925489719962,0.6672358042564497,-235.0
2009-10-01,9.933333333333334,1.187905172946957,1.3742971662026389,-114.81481481481481
2010-01-01,9.833333333333334,2.263588944450342,1.722175785884117,-674.9999999999999
2010-04-01,9.633333333333333,2.017603608303912,1.5984670676541413,56.52173913043479
2010-07-01,9.466666666666667,1.5131121748222471,1.3950132689104204,-19.444444444444454
2010-10-01,9.5,1.3810949573820859,1.0857029761735415,-13.793103448275856
2011-01-01,9.033333333333333,1.8384806359319494,1.1833064672948757,-40.0
2011-04-01,9.066666666666666,2.680931882407478,1.5015301114699027,-73.33333333333334
2011-07-01,9.0,2.957153337480397,1.8083014149866017,199.99999999999994
2011-10-01,8.633333333333333,2.6398390207619027,1.8491814855543225,-41.666666666666664
2012-01-01,8.266666666666667,2.4601646478522956,2.044057475951385,314.28571428571433
2012-04-01,8.2,1.7076029638375252,1.8704467215727567,-75.86206896551724
2012-07-01,8.033333333333333,1.5332882009313487,1.7004632167413176,14.285714285714302
2012-10-01,7.8,1.7667873785595238,1.7874611277258534,100.0
2013-01-01,7.733333333333333,1.4508026964905014,1.5441544242855783,62.5
2013-04-01,7.533333333333334,1.2585872849044444,1.4112101667011674,-57.692307692307686
2013-07-01,7.233333333333333,1.380395541331958,1.516812565329125,45.45454545454546
2013-10-01,6.933333333333334,1.1865591919206182,1.5054799216801455,125.0
2014-01-01,6.666666666666667,1.2963636254911408,1.4300007913172985,-61.111111111111114
2014-04-01,6.2,1.69691290593675,1.5861556632041178,178.5714285714286
2014-07-01,6.066666666666666,1.5575782928850757,1.5683059934142578,2.564102564102577
2014-10-01,5.7,1.0503210233383224,1.406613052831925,17.500000000000004
2015-01-01,5.533333333333334,0.13715085643272543,1.2560109579032492,-34.04255319148937
2015-04-01,5.433333333333334,0.18867965183560673,1.2652427974157037,-9.677419354838722
2015-07-01,5.1000000000000005,0.1749012600866943,1.2107764828480267,0.0
2015-10-01,5.033333333333333,0.2317798442012927,1.1887971407745261,-42.85714285714285
2016-01-01,4.8999999999999995,0.7323298665966519,1.443191378518079,93.75
2016-04-01,4.933333333333334,0.8680665539501456,1.5470284848169518,-35.483870967741936
2016-07-01,4.8999999999999995,0.9543565518045805,1.6605149338036955,39.99999999999999
2016-10-01,4.766666666666667,1.4938551612884303,1.757120249944677,-24.99999999999999
2017-01-01,4.566666666666666,2.0362361125189965,1.8030882239137809,47.61904761904763
2017-04-01,4.366666666666667,1.5969310548032745,1.586262097244943,-35.483870967741936
2017-07-01,4.333333333333333,1.6049949378978672,1.4530972794707682,35.00000000000001
2017-10-01,4.166666666666667,1.7473878513257175,1.5544213716129018,62.962962962962976
