date,Unemployment,Inflation,Core Inflation,real Consumption Growth
2007-01-01,4.5,2.362458323675809,2.4779690474032354,0.5250426933353758
2007-04-01,4.5,2.3337983503905666,2.0912941466831647,0.9999271972038759
2007-07-01,4.666666666666667,2.177709396212616,2.042758017775433,3.302479299362789
2007-10-01,4.8,3.3865787172544812,2.3075814735580735,0.9138351598651765
2008-01-01,5.0,3.28382403875378,2.1450641713706067,-0.4153102346790227
2008-04-01,5.333333333333333,3.411033849640862,2.1489166072493107,0.6793838782097864
2008-07-01,6.0,3.9280402276922715,2.1688070348194235,-4.4884221622181455
2008-10-01,6.866666666666667,1.242147164982521,1.3874986216923773,-2.9570770910704334
2009-01-01,8.266666666666667,-0.2560345585101949,0.8520751545284829,-1.3537381052233195
2009-04-01,9.299999999999999,-0.8251371589452772,0.8234553827905833,-0.1187826737425901
2009-07-01,9.633333333333333,-1.1962925489719962,0.6672358042564497,1.6319521182826122
2009-10-01,9.933333333333334,1.187905172946957,1.3742971662026389,2.3505617118385467
2010-01-01,9.833333333333334,2.263588944450342,1.722175785884117,2.765606330386039
2010-04-01,9.633333333333333,2.017603608303912,1.5984670676541413,2.8202153641434227
2010-07-01,9.466666666666667,1.5131121748222471,1.3950132689104204,2.473539330596397
2010-10-01,9.5,1.3810949573820859,1.0857029761735415,2.5992886479565027
2011-01-01,9.033333333333333,1.8384806359319494,1.1833064672948757,1.750895355020532
2011-04-01,9.066666666666666,2.680931882407478,1.5015301114699027,0.009198020998331854
2011-07-01,9.0,2.957153337480397,1.8083014149866017,1.1240428949299293
2011-10-01,8.633333333333333,2.6398390207619027,1.8491814855543225,0.24343551317846193
2012-01-01,8.266666666666667,2.4601646478522956,2.044057475951385,3.5612657132640133
2012-04-01,8.2,1.7076029638375252,1.8704467215727567,-0.015902212302154606
2012-07-01,8.033333333333333,1.5332882009313487,1.7004632167413176,1.4982424823600422
2012-10-01,7.8,1.7667873785595238,1.7874611277258534,1.9256262094261716
2013-01-01,7.733333333333333,1.4508026964905014,1.5441544242855783,2.274212489094881
2013-04-01,7.533333333333334,1.2585872849044444,1.4112101667011674,1.165068489811616
2013-07-01,7.233333333333333,1.380395541331958,1.516812565329125,2.3318804646049
2013-10-01,6.933333333333334,1.1865591919206182,1.5054799216801455,3.3616303228395368
2014-01-01,6.666666666666667,1.2963636254911408,1.4300007913172985,2.9273205453866247
2014-04-01,6.2,1.69691290593675,1.5861556632041178,2.970510536064564
2014-07-01,6.066666666666666,1.5575782928850757,1.5683059934142578,3.816277173685023
2014-10-01,5.7,1.0503210233383224,1.406613052831925,4.815616810006204
2015-01-01,5.533333333333334,0.13715085643272543,1.2560109579032492,3.1425975442967027
2015-04-01,5.433333333333334,0.18867965183560673,1.2652427974157037,2.249520762356146
2015-07-01,5.1000000000000005,0.1749012600866943,1.2107764828480267,2.752617552403206
2015-10-01,5.033333333333333,0.2317798442012927,1.1887971407745261,2.232583376700211
2016-01-01,4.8999999999999995,0.7323298665966519,1.443191378518079,1.9848835801342524
2016-04-01,4.933333333333334,0.8680665539501456,1.5470284848169518,3.5621835224849483
2016-07-01,4.8999999999999995,0.9543565518045805,1.6605149338036955,2.255388953536667
2016-10-01,4.766666666666667,1.4938551612884303,1.757120249944677,3.4205008444273286
2017-01-01,4.566666666666666,2.0362361125189965,1.8030882239137809,2.273474349155465
2017-04-01,4.366666666666667,1.5969310548032745,1.586262097244943,1.688941951008179
2017-07-01,4.333333333333333,1.6049949378978672,1.4530972794707682,3.3249255978121233
2017-10-01,4.166666666666667,1.7473878513257175,1.5544213716129018,5.9016516044257585
